File,Algorithm,Hash,Entropy
byte0031.dat,SHA-1,4da1955b2fa7c7e74e3f47d7360ce530bbf57ca3,4.321928094887363
byte0031.dat,SHA-256,b1843454b0258016558abdbd899319c1fd12d03e0c3d9e882da03de9cb981777,4.875
byte0031.dat,SHA3-256,2bd14f66ffa52d8e219da5718af23005e81fddb68ba9bd135449122ec4d8eb26,4.9375
byte0031.dat,Blake2b,a7073091637d1b64c7c68ccd40a232f3d7b2d004ff67e951eab1f7441fae4b80f4c9e149f86c1c29bafed6e0b7af1ec2cdb7e8bf0a7b7ace8e997fd9ae7c0ada,5.875
byte0032.dat,MD5,8df17372eb32a0afa4fc47837262ff61,3.875
byte0032.dat,SHA-1,74c4bc5b26fb4a08602d40ccec6c6161b6c11478,4.221928094887363
byte0032.dat,SHA-256,2834dcb6957b97fdde61b532d151ee4482bface8714fe36cd072b4783765901d,5.0
byte0032.dat,SHA3-256,1428c2a20cd28770ce4809cad02e9732f6bd913364d120e62e800b29c7492e00,4.851409765557392
byte0032.dat,Blake2b,0e7237603e5ad0712787c27b870939ce5e877697e7b286a918bff1310896a4d360f574426de8388730187dd0cfcf0f7ace0ccdca8facda5cf643788a54c73f75,5.71875
byte0033.dat,MD5,62c63ca91890ce6f78a59c0bdb1e7bab,4.0
byte0033.dat,SHA-1,0b103ce297338dfc7395f7715ee47539b556ddb6,4.321928094887363
byte0033.dat,SHA-256,47d61de59879013f64eb78fa8f6c8b906f7d25b8e1c3ca888f32421749c0d042,4.875
byte0033.dat,SHA3-256,02b06ed136bf62dc5f08431f16ab522872da956e3760ffe3ac9dabf4f195d743,4.75
byte0033.dat,Blake2b,a0bd6233021f91bb9f82f67c179d7f6b70ebbf360654ddbf9bb1072541bf45778fd892cad84a470e51642b87d708cf7e26dd63fb15479a3aaa1df9696e9b2440,5.800704882778696
byte0034.dat,MD5,1eda4bb0259a939548ec4ceb39facde4,4.0
byte0034.dat,SHA-1,efc72d99e3d2311ce14190c0b726bdc68f4b0821,4.321928094887363
byte0034.dat,SHA-256,855fc59aa873328501ab0b1ce9c60a7d5582662c725605ebe02b64a13e34b3bc,4.9375
byte0034.dat,SHA3-256,7c11df6f9318ecda3921aed7aef8d1347f1def1bfeb871a518a55e40872631f4,4.8125
byte0034.dat,Blake2b,33b369a550717e0c3abf09c0475afea319c55b938e3b56f9a384173c68b3f7a1dd6781de4d6aa9ca0710fd6ddd409ddf30c26a65c5a6cf62f52a23611f7ea3cb,5.769454882778696
byte0035.dat,MD5,c4f37a2c450f2a23322513b372e668a5,4.0
byte0035.dat,SHA-1,660edac0a8f4ce33da0d8dbae597650e97687250,4.021928094887363
byte0035.dat,SHA-256,e05939e8ff4ed77a11522dde249a74841c54970d984e0bb6f77ac64f1fa313b0,4.875
byte0035.dat,SHA3-256,9461d6edbd28a401bdd92245aba5131f4d6d454ccf257ede5fa5498519f56d2d,4.75
byte0035.dat,Blake2b,7e1252045fdc111ee9adf78923ad0a70ca7114689306cbdd78f4ea9f0d50a789df44df14779877876d26173b690816ca56753cbba76b0402d119e34da0ce6e75,5.71875
byte0036.dat,MD5,cab8f06436c5ad45f982490215836f4e,4.0
byte0036.dat,SHA-1,fe0a55a988b3b93946a63eb36b23785a5e6efc3e,4.1219280948873624
byte0036.dat,SHA-256,078778fed0e382da5d7dd36f585e1f1aa9b92d4caf20b85c0f6dd346de8d3998,4.9375
byte0036.dat,SHA3-256,57cac5831cc2238068766f744144c4b34b31f407074fd5338249e5f3beb7733e,4.9375
byte0036.dat,Blake2b,d8775e4a142928acc819576d7c2e4d3da42660b5e67c45060d6bd90c32040de0983305abd5d1425c63455e70dd93cf8221d4979e91741417d17957bf17ee964e,5.75
byte0037.dat,MD5,3a43bc720714a2a42a73a76085542f86,4.0
byte0037.dat,SHA-1,0cbdf2a5781c59f907513147a0de3cc774b54bf3,4.321928094887363
byte0037.dat,SHA-256,263140810ae46430e19ac1a4a98b6204b63031b282ecb28594bd837268104308,4.8125
byte0037.dat,SHA3-256,fc5f137154b73ad235ef59313ec9b9ad798f705dcef022f57a2d3308fb7057ac,4.9375
byte0037.dat,Blake2b,715d7533bb7fa1f7ed3f646dca4b078781b3950333f8f0bf655728b86c77522a0ca56f3465f73e6bb11e20e67b5bebf6f7623d879990764ecb97e17797137bbb,5.706954882778696
byte0038.dat,MD5,03f2f4033b258e6eb1e101f1ed4c24b4,3.875
byte0038.dat,SHA-1,663e40fee5a44bfcb1c99ea5935a6b5bc9f583b0,4.221928094887363
byte0038.dat,SHA-256,ed39f65ea0e6cd8fb39bc5d94a1554dfd0002733e01618161d58a7b7dc8be834,4.9375
byte0038.dat,SHA3-256,8f5b4f5d12d670a08f04fd25f4cd351b458772b10094395df44fc9674fe20aff,4.663909765557392
byte0038.dat,Blake2b,c7c811660ad053041d63e733231e6cdedc68c634d023ef8cd95f2de83dcafbf9d90164cee3ca2d9545f27eaf984ea73a9a7adabdc547b0b82e6033310f2d4771,5.738204882778696
byte0039.dat,MD5,2ceb33cec5ecad4a50f6bd3a831ae77c,4.0
byte0039.dat,SHA-1,00162134256952dd9ae6b51efb159b35c3c138c7,4.321928094887363
byte0039.dat,SHA-256,89830272d1fd54040f9329a39c7f491f15eea851095e0bd2d0bb412baeda7445,5.0
byte0039.dat,SHA3-256,280bd2106ccc5e4991cb634192c42f39b6ce028462688b49aa6a29068ecc8896,4.875
byte0039.dat,Blake2b,4cc136d90641c8e46f895e216896e6545287e7bc78359054e2ce356b1e57956a5ab80d52a097ded87591e556255cdbbca05347c08d02cf02c7c43a07e03d5251,5.769454882778696
byte0040.dat,MD5,dd808f695d28f93562cfcb164bc3cce4,4.0
byte0040.dat,SHA-1,ceb88e4736e354416e2010fc1061b3b53b81664b,4.221928094887363
byte0040.dat,SHA-256,c9b63e8ac2e87494f98c9ece5d74f4540090c286166efdaedc6d59a0f623e5f8,4.875
byte0040.dat,SHA3-256,8f5cbaed9eb694235b79abaf175dd422e6c83bf11b3528e20a8883d55a0e4824,5.0
byte0040.dat,Blake2b,f816ce8d4f3185296d87bccd24fd42c1b13163c4ecd61921dc52964f18cec4159fd197221378dda8116448c3b5a68fbcc22688085793acd5693c75ad46850276,5.8125
byte0041.dat,MD5,01c6d7a87e94bf685205ec8d7c5196af,4.0
byte0041.dat,SHA-1,a6a2c4b6bcc41ddc67278f3df4d8d0b9dd7784ef,4.221928094887363
byte0041.dat,SHA-256,509e6b7dacb70bfa62f3964eba990b9c576fd2485c1040fefc8eab5f07269f4d,4.9375
byte0041.dat,SHA3-256,6ca8e1875635bf604de22ea9bd0bf3ae7c87e149c8055b46db1d304a3ceec93f,4.875
byte0041.dat,Blake2b,fe5def6fbce3795135e3c868872825d2cc408a5d5213214f34d0d9aed014465de921951b8e8878973031c3eaaa26ffff8aac0a4ab2bd3f45bc832349b54a09c0,5.706954882778696
byte0042.dat,MD5,ef0e93e8928f8bae1b216da8e661fc9b,4.0
byte0042.dat,SHA-1,c23d083cd8820b57800a869f5f261d45e02dc55d,4.321928094887363
byte0042.dat,SHA-256,8bb7546f64ce1cab770407de791ab25f7bfbac3e071810310ee674c2824e59ac,4.875
byte0042.dat,SHA3-256,8e836895d50e635bbda2820b2f80b77a7ceb1e31887c24f05cf1b74d744c32ba,4.875
byte0042.dat,Blake2b,9ecc5abf78b68de45bc59c26b800c5bc150ab3c91e2d062a63c9de7975476f854015aea4845cd0aa97bd18153debe512aa5aa0265a98fdb6eda46d4a87260e4f,5.620864648336087
byte0043.dat,MD5,c8da55117d7d4b7ee8ddc8dc4ba73aa6,3.625
byte0043.dat,SHA-1,e8ac31927b78ddec41a31ca7a44eb7177165e7ab,4.321928094887363
byte0043.dat,SHA-256,ac5bf3cad821e7ad8b2ed7bbfbaaa5e7abb30606afd8ed5d6a18a0d0eba343d3,4.8125
byte0043.dat,SHA3-256,4885954ae28af7b951106548220611df72e808ea2a3f9283053ad7f3eef20006,4.875
byte0043.dat,Blake2b,d968ec543c02015f62024b665b2f3b0da1d89a5fda3d37fc268d50a863b345379a28ac84329942ed312d45aa02b60aec6d35bbb450100dcbbe006a6326652893,5.613204882778696
