File,Algorithm,Standard Deviation
byte0081.dat,SHA-256,0.3535533905932738
byte0081.dat,SHA3-256,0.3423265984407288
byte0081.dat,Blake2b,0.4759858191164943
byte0082.dat,MD5,0.24206145913796356
byte0082.dat,SHA-1,0.26836818808308854
byte0082.dat,SHA-256,0.3423265984407288
byte0082.dat,SHA3-256,0.33071891388307384
byte0082.dat,Blake2b,0.5
byte0083.dat,MD5,0.24206145913796356
byte0083.dat,SHA-1,0.28254908312539256
byte0083.dat,SHA-256,0.3423265984407288
byte0083.dat,SHA3-256,0.3644344934278313
byte0083.dat,Blake2b,0.4841229182759271
byte0084.dat,MD5,0.2576941016011038
byte0084.dat,SHA-1,0.28254908312539256
byte0084.dat,SHA-256,0.3644344934278313
byte0084.dat,SHA3-256,0.3535533905932738
byte0084.dat,Blake2b,0.5153882032022076
byte0085.dat,MD5,0.24206145913796356
byte0085.dat,SHA-1,0.26836818808308854
byte0085.dat,SHA-256,0.3535533905932738
byte0085.dat,SHA3-256,0.33071891388307384
byte0085.dat,Blake2b,0.4921254921257382
byte0086.dat,MD5,0.2576941016011038
byte0086.dat,SHA-1,0.26836818808308854
byte0086.dat,SHA-256,0.33071891388307384
byte0086.dat,SHA3-256,0.3535533905932738
byte0086.dat,Blake2b,0.4841229182759271
byte0087.dat,MD5,0.24206145913796356
byte0087.dat,SHA-1,0.26836818808308854
byte0087.dat,SHA-256,0.3423265984407288
byte0087.dat,SHA3-256,0.3644344934278313
byte0087.dat,Blake2b,0.4759858191164943
byte0088.dat,MD5,0.24206145913796356
byte0088.dat,SHA-1,0.26836818808308854
byte0088.dat,SHA-256,0.3423265984407288
byte0088.dat,SHA3-256,0.3423265984407288
byte0088.dat,Blake2b,0.4841229182759271
byte0089.dat,MD5,0.2724311839712921
byte0089.dat,SHA-1,0.26836818808308854
byte0089.dat,SHA-256,0.3644344934278313
byte0089.dat,SHA3-256,0.33071891388307384
byte0089.dat,Blake2b,0.5519850541454905
byte0090.dat,MD5,0.2576941016011038
byte0090.dat,SHA-1,0.2960514893983815
byte0090.dat,SHA-256,0.3535533905932738
byte0090.dat,SHA3-256,0.3535533905932738
byte0090.dat,Blake2b,0.5077524002897476
byte0091.dat,MD5,0.24206145913796356
byte0091.dat,SHA-1,0.26836818808308854
byte0091.dat,SHA-256,0.3644344934278313
byte0091.dat,SHA3-256,0.3535533905932738
byte0091.dat,Blake2b,0.5
byte0092.dat,MD5,0.24206145913796356
byte0092.dat,SHA-1,0.2960514893983815
byte0092.dat,SHA-256,0.3535533905932738
byte0092.dat,SHA3-256,0.3423265984407288
byte0092.dat,Blake2b,0.5
byte0093.dat,MD5,0.24206145913796356
byte0093.dat,SHA-1,0.26836818808308854
byte0093.dat,SHA-256,0.3423265984407288
byte0093.dat,SHA3-256,0.33071891388307384
byte0093.dat,Blake2b,0.4921254921257382
byte0094.dat,MD5,0.24206145913796356
byte0094.dat,SHA-1,0.26836818808308854
byte0094.dat,SHA-256,0.33071891388307384
byte0094.dat,SHA3-256,0.3644344934278313
byte0094.dat,Blake2b,0.5077524002897476
byte0095.dat,MD5,0.24206145913796356
byte0095.dat,SHA-1,0.28254908312539256
byte0095.dat,SHA-256,0.3423265984407288
byte0095.dat,SHA3-256,0.33071891388307384
byte0095.dat,Blake2b,0.4759858191164943
byte0096.dat,MD5,0.2576941016011038
byte0096.dat,SHA-1,0.2960514893983815
byte0096.dat,SHA-256,0.3535533905932738
byte0096.dat,SHA3-256,0.385275875185561
byte0096.dat,Blake2b,0.4921254921257382
byte0097.dat,MD5,0.24206145913796356
byte0097.dat,SHA-1,0.2960514893983815
byte0097.dat,SHA-256,0.3644344934278313
byte0097.dat,SHA3-256,0.3423265984407288
byte0097.dat,Blake2b,0.5153882032022076
byte0098.dat,MD5,0.24206145913796356
byte0098.dat,SHA-1,0.26836818808308854
byte0098.dat,SHA-256,0.3535533905932738
byte0098.dat,SHA3-256,0.3423265984407288
byte0098.dat,Blake2b,0.5376453291901642
byte0099.dat,MD5,0.2576941016011038
byte0099.dat,SHA-1,0.28254908312539256
byte0099.dat,SHA-256,0.3423265984407288
byte0099.dat,SHA3-256,0.3423265984407288
byte0099.dat,Blake2b,0.46770717334674267
byte0100.dat,MD5,0.2576941016011038
byte0100.dat,SHA-1,0.26836818808308854
byte0100.dat,SHA-256,0.3423265984407288
byte0100.dat,SHA3-256,0.3423265984407288
byte0100.dat,Blake2b,0.5077524002897476
byte0101.dat,MD5,0.24206145913796356
byte0101.dat,SHA-1,0.26836818808308854
byte0101.dat,SHA-256,0.3535533905932738
byte0101.dat,SHA3-256,0.3535533905932738
byte0101.dat,Blake2b,0.5077524002897476
byte0102.dat,MD5,0.24206145913796356
byte0102.dat,SHA-1,0.28254908312539256
byte0102.dat,SHA-256,0.3644344934278313
byte0102.dat,SHA3-256,0.385275875185561
byte0102.dat,Blake2b,0.4921254921257382
byte0103.dat,MD5,0.24206145913796356
byte0103.dat,SHA-1,0.26836818808308854
byte0103.dat,SHA-256,0.3644344934278313
byte0103.dat,SHA3-256,0.33071891388307384
byte0103.dat,Blake2b,0.5
byte0104.dat,MD5,0.24206145913796356
byte0104.dat,SHA-1,0.2960514893983815
byte0104.dat,SHA-256,0.375
byte0104.dat,SHA3-256,0.3535533905932738
byte0104.dat,Blake2b,0.46770717334674267
byte0105.dat,MD5,0.2576941016011038
byte0105.dat,SHA-1,0.28254908312539256
byte0105.dat,SHA-256,0.3423265984407288
byte0105.dat,SHA3-256,0.3535533905932738
byte0105.dat,Blake2b,0.5229125165837972
byte0106.dat,MD5,0.24206145913796356
byte0106.dat,SHA-1,0.26836818808308854
byte0106.dat,SHA-256,0.375
byte0106.dat,SHA3-256,0.3644344934278313
byte0106.dat,Blake2b,0.5153882032022076
byte0107.dat,MD5,0.24206145913796356
byte0107.dat,SHA-1,0.26836818808308854
byte0107.dat,SHA-256,0.33071891388307384
byte0107.dat,SHA3-256,0.3423265984407288
byte0107.dat,Blake2b,0.4921254921257382
byte0108.dat,MD5,0.2576941016011038
byte0108.dat,SHA-1,0.3089643739575811
byte0108.dat,SHA-256,0.3535533905932738
byte0108.dat,SHA3-256,0.3535533905932738
byte0108.dat,Blake2b,0.4841229182759271
byte0109.dat,MD5,0.2576941016011038
byte0109.dat,SHA-1,0.26836818808308854
byte0109.dat,SHA-256,0.33071891388307384
byte0109.dat,SHA3-256,0.375
byte0109.dat,Blake2b,0.5
byte0110.dat,MD5,0.2576941016011038
byte0110.dat,SHA-1,0.28254908312539256
byte0110.dat,SHA-256,0.33071891388307384
byte0110.dat,SHA3-256,0.3644344934278313
byte0110.dat,Blake2b,0.5077524002897476
byte0111.dat,MD5,0.2576941016011038
byte0111.dat,SHA-1,0.26836818808308854
byte0111.dat,SHA-256,0.3535533905932738
byte0111.dat,SHA3-256,0.3423265984407288
byte0111.dat,Blake2b,0.4759858191164943
byte0112.dat,MD5,0.24206145913796356
byte0112.dat,SHA-1,0.26836818808308854
byte0112.dat,SHA-256,0.3535533905932738
byte0112.dat,SHA3-256,0.3644344934278313
byte0112.dat,Blake2b,0.5590169943749475
byte0113.dat,MD5,0.2576941016011038
byte0113.dat,SHA-1,0.28254908312539256
byte0113.dat,SHA-256,0.3644344934278313
byte0113.dat,SHA3-256,0.3535533905932738
byte0113.dat,Blake2b,0.5077524002897476
byte0114.dat,MD5,0.2724311839712921
byte0114.dat,SHA-1,0.28254908312539256
byte0114.dat,SHA-256,0.3535533905932738
byte0114.dat,SHA3-256,0.3535533905932738
byte0114.dat,Blake2b,0.4921254921257382
byte0115.dat,MD5,0.2576941016011038
byte0115.dat,SHA-1,0.28254908312539256
byte0115.dat,SHA-256,0.33071891388307384
byte0115.dat,SHA3-256,0.33071891388307384
byte0115.dat,Blake2b,0.5153882032022076
byte0116.dat,MD5,0.24206145913796356
byte0116.dat,SHA-1,0.28254908312539256
byte0116.dat,SHA-256,0.3535533905932738
byte0116.dat,SHA3-256,0.375
byte0116.dat,Blake2b,0.4592793267718459
byte0117.dat,MD5,0.24206145913796356
byte0117.dat,SHA-1,0.2960514893983815
byte0117.dat,SHA-256,0.33071891388307384
byte0117.dat,SHA3-256,0.3423265984407288
byte0117.dat,Blake2b,0.5077524002897476
byte0118.dat,MD5,0.2576941016011038
byte0118.dat,SHA-1,0.28254908312539256
byte0118.dat,SHA-256,0.3535533905932738
byte0118.dat,SHA3-256,0.3423265984407288
byte0118.dat,Blake2b,0.4759858191164943
byte0119.dat,MD5,0.24206145913796356
byte0119.dat,SHA-1,0.26836818808308854
byte0119.dat,SHA-256,0.375
byte0119.dat,SHA3-256,0.3535533905932738
byte0119.dat,Blake2b,0.4759858191164943
byte0120.dat,MD5,0.24206145913796356
byte0120.dat,SHA-1,0.28254908312539256
byte0120.dat,SHA-256,0.3644344934278313
byte0120.dat,SHA3-256,0.3423265984407288
byte0120.dat,Blake2b,0.4841229182759271
byte0121.dat,MD5,0.24206145913796356
byte0121.dat,SHA-1,0.26836818808308854
byte0121.dat,SHA-256,0.3535533905932738
byte0121.dat,SHA3-256,0.3423265984407288
byte0121.dat,Blake2b,0.5229125165837972
byte0122.dat,MD5,0.24206145913796356
byte0122.dat,SHA-1,0.28254908312539256
byte0122.dat,SHA-256,0.33071891388307384
byte0122.dat,SHA3-256,0.3535533905932738
byte0122.dat,Blake2b,0.4759858191164943
byte0123.dat,MD5,0.24206145913796356
byte0123.dat,SHA-1,0.2960514893983815
byte0123.dat,SHA-256,0.3535533905932738
byte0123.dat,SHA3-256,0.385275875185561
byte0123.dat,Blake2b,0.5303300858899106
