Algorithm,mean,std
BLAKE2b,5.788940056407837,0.08087609973607915
MD5,3.938888888888889,0.07825431217343468
SHA-1,4.254422664329402,0.06932436045813205
SHA-256,4.895125312493989,0.08196709761693288
SHA3-256,4.896697994790164,0.06858417241723468
